nohup: ignoring input
wandb: Currently logged in as: omarb (use `wandb login --relogin` to force relogin)
wandb: Tracking run with wandb version 0.12.7
wandb: Syncing run run_id=1000
wandb:  View project at https://wandb.ai/omarb/sa2c
wandb:  View run at https://wandb.ai/omarb/sa2c/runs/2o15r61p
wandb: Run data is saved locally in /home/omar/OneDrive/Documents/USU/Classes/fall_21/CS_6640/pytorch-sac-main/wandb/run-20211215_101232-2o15r61p
wandb: Run `wandb offline` to turn off syncing.

/home/omar/OneDrive/Documents/USU/Classes/fall_21/CS_6640/pytorch-sac-main/replay_buffer.py:25: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at  /opt/conda/conda-bld/pytorch_1634272128894/work/torch/csrc/utils/tensor_new.cpp:201.)
  s  = torch.tensor(batch.s, dtype  = torch.float).view(batch_size, -1)
/home/omar/anaconda3/envs/decision-transformer-gym/lib/python3.8/site-packages/torch/autograd/__init__.py:154: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 10010). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at  /opt/conda/conda-bld/pytorch_1634272128894/work/c10/cuda/CUDAFunctions.cpp:112.)
  Variable._execution_engine.run_backward(
Episode    0 | Return -1386.808 | Updates  137 | Remaining time  0.54 hours
Episode  327 | Return   -11.770 | Updates  200 | Remaining time  0.55 hours
Episode  328 | Return  -130.563 | Updates  200 | Remaining time  0.55 hours
Episode  329 | Return  -125.451 | Updates  200 | Remaining time  0.55 hours
Episode  330 | Return  -118.903 | Updates  200 | Remaining time  0.54 hours
Episode  331 | Return  -123.006 | Updates  200 | Remaining time  0.54 hours
Episode  332 | Return  -122.395 | Updates  200 | Remaining time  0.54 hours
Episode  333 | Return  -127.922 | Updates  200 | Remaining time  0.54 hours
Episode  334 | Return    -4.479 | Updates  200 | Remaining time  0.54 hours
Episode  335 | Return  -222.595 | Updates  200 | Remaining time  0.54 hours
Episode  336 | Return  -235.890 | Updates  200 | Remaining time  0.54 hours
Episode  337 | Return  -127.019 | Updates  200 | Remaining time  0.54 hours
Episode  338 | Return  -125.069 | Updates  200 | Remaining time  0.54 hours
Episode  339 | Return  -121.943 | Updates  200 | Remaining time  0.54 hours
Episode  340 | Return  -119.518 | Updates  200 | Remaining time  0.54 hours
Episode  341 | Return  -125.622 | Updates  200 | Remaining time  0.54 hours
Episode  342 | Return  -124.030 | Updates  200 | Remaining time  0.54 hours
Episode  343 | Return  -328.830 | Updates  200 | Remaining time  0.53 hours
Episode  344 | Return  -130.202 | Updates  200 | Remaining time  0.53 hours
Episode  345 | Return  -116.523 | Updates  200 | Remaining time  0.53 hours
Episode  346 | Return  -119.386 | Updates  200 | Remaining time  0.53 hours
Episode  347 | Return  -119.103 | Updates  200 | Remaining time  0.53 hours
Episode  348 | Return    -4.064 | Updates  200 | Remaining time  0.53 hours
Episode  349 | Return  -116.073 | Updates  200 | Remaining time  0.53 hours
Episode  350 | Return  -223.259 | Updates  200 | Remaining time  0.53 hours
Episode  351 | Return    -2.960 | Updates  200 | Remaining time  0.53 hours
Episode  352 | Return  -247.598 | Updates  200 | Remaining time  0.53 hours
Episode  353 | Return  -123.930 | Updates  200 | Remaining time  0.53 hours
Episode  354 | Return  -323.924 | Updates  200 | Remaining time  0.53 hours
Episode  355 | Return  -226.583 | Updates  200 | Remaining time  0.53 hours
Episode  356 | Return  -122.850 | Updates  200 | Remaining time  0.53 hours
Episode  357 | Return  -227.946 | Updates  200 | Remaining time  0.52 hours
Episode  358 | Return  -234.585 | Updates  200 | Remaining time  0.52 hours
Episode  359 | Return  -226.496 | Updates  200 | Remaining time  0.52 hours
Episode  360 | Return  -121.441 | Updates  200 | Remaining time  0.52 hours
Episode  361 | Return  -132.769 | Updates  200 | Remaining time  0.52 hours
Episode  362 | Return  -121.678 | Updates  200 | Remaining time  0.52 hours
Episode  363 | Return  -244.259 | Updates  200 | Remaining time  0.52 hours
Episode  364 | Return  -127.408 | Updates  200 | Remaining time  0.52 hours
Episode  365 | Return  -125.086 | Updates  200 | Remaining time  0.52 hours
Episode  366 | Return  -229.147 | Updates  200 | Remaining time  0.52 hours
Episode  367 | Return    -7.142 | Updates  200 | Remaining time  0.52 hours
Episode  368 | Return    -7.442 | Updates  200 | Remaining time  0.52 hours
Episode  369 | Return  -234.139 | Updates  200 | Remaining time  0.52 hours
Episode  370 | Return  -124.818 | Updates  200 | Remaining time  0.52 hours
Episode  371 | Return  -127.157 | Updates  200 | Remaining time  0.51 hours
Episode  372 | Return  -237.430 | Updates  200 | Remaining time  0.51 hours
Episode  373 | Return  -118.067 | Updates  200 | Remaining time  0.51 hours
Episode  374 | Return  -122.546 | Updates  200 | Remaining time  0.51 hours
Episode  375 | Return    -2.821 | Updates  200 | Remaining time  0.51 hours
Episode  376 | Return  -121.075 | Updates  200 | Remaining time  0.51 hours
Episode  377 | Return    -4.055 | Updates  200 | Remaining time  0.51 hours
Episode  378 | Return  -230.898 | Updates  200 | Remaining time  0.51 hours
Episode  379 | Return  -123.156 | Updates  200 | Remaining time  0.51 hours
Episode  380 | Return  -233.575 | Updates  200 | Remaining time  0.51 hours
Episode  381 | Return  -119.688 | Updates  200 | Remaining time  0.51 hours
Episode  382 | Return  -238.576 | Updates  200 | Remaining time  0.51 hours
Episode  383 | Return  -239.734 | Updates  200 | Remaining time  0.51 hours
Episode  384 | Return  -125.992 | Updates  200 | Remaining time  0.50 hours
Episode  385 | Return    -4.182 | Updates  200 | Remaining time  0.50 hours
Episode  386 | Return  -125.163 | Updates  200 | Remaining time  0.50 hours
Episode  387 | Return  -132.444 | Updates  200 | Remaining time  0.50 hours
Episode  388 | Return  -120.058 | Updates  200 | Remaining time  0.50 hours
Episode  389 | Return  -224.228 | Updates  200 | Remaining time  0.50 hours
Episode  390 | Return  -123.411 | Updates  200 | Remaining time  0.50 hours
Episode  391 | Return  -320.176 | Updates  200 | Remaining time  0.50 hours
Episode  392 | Return  -131.403 | Updates  200 | Remaining time  0.50 hours
Episode  393 | Return  -329.921 | Updates  200 | Remaining time  0.50 hours
Episode  394 | Return  -134.553 | Updates  200 | Remaining time  0.50 hours
Episode  395 | Return  -128.354 | Updates  200 | Remaining time  0.50 hours
Episode  396 | Return  -234.654 | Updates  200 | Remaining time  0.50 hours
Episode  397 | Return    -7.155 | Updates  200 | Remaining time  0.49 hours
Episode  398 | Return    -7.206 | Updates  200 | Remaining time  0.49 hours
Episode  399 | Return  -239.731 | Updates  200 | Remaining time  0.49 hours
Episode  400 | Return  -131.609 | Updates  200 | Remaining time  0.49 hours
Episode  401 | Return  -236.441 | Updates  200 | Remaining time  0.49 hours
Episode  402 | Return  -234.281 | Updates  200 | Remaining time  0.49 hours
Episode  403 | Return  -338.925 | Updates  200 | Remaining time  0.49 hours
Episode  404 | Return  -127.290 | Updates  200 | Remaining time  0.49 hours
Episode  405 | Return  -256.603 | Updates  200 | Remaining time  0.49 hours
Episode  406 | Return  -126.099 | Updates  200 | Remaining time  0.49 hours
Episode  407 | Return  -125.421 | Updates  200 | Remaining time  0.49 hours
Episode  408 | Return  -237.170 | Updates  200 | Remaining time  0.49 hours
Episode  409 | Return  -124.546 | Updates  200 | Remaining time  0.49 hours
Episode  410 | Return    -9.667 | Updates  200 | Remaining time  0.49 hours
Episode  411 | Return  -237.298 | Updates  200 | Remaining time  0.48 hours
Episode  412 | Return  -244.112 | Updates  200 | Remaining time  0.48 hours
Episode  413 | Return    -9.057 | Updates  200 | Remaining time  0.48 hours
Episode  414 | Return  -128.151 | Updates  200 | Remaining time  0.48 hours
Episode  415 | Return  -120.742 | Updates  200 | Remaining time  0.48 hours
Episode  416 | Return  -126.036 | Updates  200 | Remaining time  0.48 hours
Episode  417 | Return  -119.630 | Updates  200 | Remaining time  0.48 hours
Episode  418 | Return  -123.033 | Updates  200 | Remaining time  0.48 hours
Episode  419 | Return  -123.126 | Updates  200 | Remaining time  0.48 hours
Episode  420 | Return  -129.102 | Updates  200 | Remaining time  0.48 hours
Episode  421 | Return  -135.914 | Updates  200 | Remaining time  0.48 hours
Episode  422 | Return  -132.724 | Updates  200 | Remaining time  0.48 hours
Episode  423 | Return  -332.829 | Updates  200 | Remaining time  0.48 hours
Episode  424 | Return  -252.547 | Updates  200 | Remaining time  0.47 hours
Episode  425 | Return  -120.025 | Updates  200 | Remaining time  0.47 hours
Episode  426 | Return  -136.817 | Updates  200 | Remaining time  0.47 hours
Episode  427 | Return  -239.569 | Updates  200 | Remaining time  0.47 hours
Episode  428 | Return  -129.867 | Updates  200 | Remaining time  0.47 hours
Episode  429 | Return   -10.611 | Updates  200 | Remaining time  0.47 hours
Episode  430 | Return  -234.888 | Updates  200 | Remaining time  0.47 hours
Episode  431 | Return  -305.922 | Updates  200 | Remaining time  0.47 hours
Episode  432 | Return  -230.337 | Updates  200 | Remaining time  0.47 hours
Episode  433 | Return    -4.946 | Updates  200 | Remaining time  0.47 hours
Episode  434 | Return  -234.802 | Updates  200 | Remaining time  0.47 hours
Episode  435 | Return  -126.239 | Updates  200 | Remaining time  0.47 hours
Episode  436 | Return   -11.969 | Updates  200 | Remaining time  0.47 hours
Episode  437 | Return   -10.681 | Updates  200 | Remaining time  0.46 hours
Episode  438 | Return  -129.592 | Updates  200 | Remaining time  0.46 hours
Episode  439 | Return  -135.941 | Updates  200 | Remaining time  0.46 hours
Episode  440 | Return  -242.906 | Updates  200 | Remaining time  0.46 hours
Episode  441 | Return  -126.165 | Updates  200 | Remaining time  0.46 hours
Episode  442 | Return  -124.197 | Updates  200 | Remaining time  0.46 hours
Episode  443 | Return  -131.530 | Updates  200 | Remaining time  0.46 hours
Episode  444 | Return  -127.937 | Updates  200 | Remaining time  0.46 hours
Episode  445 | Return   -13.195 | Updates  200 | Remaining time  0.46 hours
Episode  446 | Return   -11.779 | Updates  200 | Remaining time  0.46 hours
Episode  447 | Return   -10.456 | Updates  200 | Remaining time  0.46 hours
Episode  448 | Return  -252.017 | Updates  200 | Remaining time  0.46 hours
Episode  449 | Return  -231.923 | Updates  200 | Remaining time  0.46 hours
Episode  450 | Return  -134.511 | Updates  200 | Remaining time  0.46 hours
Episode  451 | Return  -237.963 | Updates  200 | Remaining time  0.45 hours
Episode  452 | Return  -126.369 | Updates  200 | Remaining time  0.45 hours
Episode  453 | Return  -122.403 | Updates  200 | Remaining time  0.45 hours
Episode  454 | Return  -240.995 | Updates  200 | Remaining time  0.45 hours
Episode  455 | Return  -127.520 | Updates  200 | Remaining time  0.45 hours
Episode  456 | Return  -126.131 | Updates  200 | Remaining time  0.45 hours
Episode  457 | Return  -131.101 | Updates  200 | Remaining time  0.45 hours
Episode  458 | Return  -247.605 | Updates  200 | Remaining time  0.45 hours
Episode  459 | Return  -130.314 | Updates  200 | Remaining time  0.45 hours
Episode  460 | Return  -125.288 | Updates  200 | Remaining time  0.45 hours
Episode  461 | Return  -129.632 | Updates  200 | Remaining time  0.45 hours
Episode  462 | Return  -130.198 | Updates  200 | Remaining time  0.45 hours
Episode  463 | Return  -355.688 | Updates  200 | Remaining time  0.45 hours
Episode  464 | Return  -132.933 | Updates  200 | Remaining time  0.44 hours
Episode  465 | Return  -233.549 | Updates  200 | Remaining time  0.44 hours
Episode  466 | Return  -130.380 | Updates  200 | Remaining time  0.44 hours
Episode  467 | Return  -256.802 | Updates  200 | Remaining time  0.44 hours
Episode  468 | Return  -127.269 | Updates  200 | Remaining time  0.44 hours
Episode  469 | Return  -241.131 | Updates  200 | Remaining time  0.44 hours
Episode  470 | Return   -11.093 | Updates  200 | Remaining time  0.44 hours
Episode  471 | Return  -228.434 | Updates  200 | Remaining time  0.44 hours
Episode  472 | Return  -128.866 | Updates  200 | Remaining time  0.44 hours
Episode  473 | Return  -125.861 | Updates  200 | Remaining time  0.44 hours
Episode  474 | Return  -126.830 | Updates  200 | Remaining time  0.44 hours
Episode  475 | Return  -342.580 | Updates  200 | Remaining time  0.44 hours
Episode  476 | Return  -234.465 | Updates  200 | Remaining time  0.44 hours
Episode  477 | Return    -9.803 | Updates  200 | Remaining time  0.43 hours
Episode  478 | Return  -238.470 | Updates  200 | Remaining time  0.43 hours
Episode  479 | Return  -328.484 | Updates  200 | Remaining time  0.43 hours
Episode  480 | Return  -133.392 | Updates  200 | Remaining time  0.43 hours
Episode  481 | Return  -130.820 | Updates  200 | Remaining time  0.43 hours
Episode  482 | Return  -226.228 | Updates  200 | Remaining time  0.43 hours
Episode  483 | Return  -122.286 | Updates  200 | Remaining time  0.43 hours
Episode  484 | Return  -349.672 | Updates  200 | Remaining time  0.43 hours
Episode  485 | Return  -123.116 | Updates  200 | Remaining time  0.43 hours
Episode  486 | Return  -326.519 | Updates  200 | Remaining time  0.43 hours
Episode  487 | Return  -239.672 | Updates  200 | Remaining time  0.43 hours
Episode  488 | Return  -134.333 | Updates  200 | Remaining time  0.43 hours
Episode  489 | Return  -235.472 | Updates  200 | Remaining time  0.43 hours
Episode  490 | Return  -246.458 | Updates  200 | Remaining time  0.42 hours
Episode  491 | Return   -11.258 | Updates  200 | Remaining time  0.42 hours
Episode  492 | Return  -131.109 | Updates  200 | Remaining time  0.42 hours
Episode  493 | Return  -124.663 | Updates  200 | Remaining time  0.42 hours
Episode  494 | Return  -242.220 | Updates  200 | Remaining time  0.42 hours
Episode  495 | Return  -124.057 | Updates  200 | Remaining time  0.42 hours
Episode  496 | Return  -230.752 | Updates  200 | Remaining time  0.42 hours
Episode  497 | Return  -231.626 | Updates  200 | Remaining time  0.42 hours
Episode  498 | Return  -125.327 | Updates  200 | Remaining time  0.42 hours
Episode  499 | Return    -6.890 | Updates  200 | Remaining time  0.42 hours
Episode  500 | Return  -127.790 | Updates  200 | Remaining time  0.42 hours
Episode  501 | Return  -237.756 | Updates  200 | Remaining time  0.42 hours
Episode  502 | Return  -125.584 | Updates  200 | Remaining time  0.42 hours
Episode  503 | Return  -233.201 | Updates  200 | Remaining time  0.41 hours
Episode  504 | Return  -125.850 | Updates  200 | Remaining time  0.41 hours
Episode  505 | Return  -239.611 | Updates  200 | Remaining time  0.41 hours
Episode  506 | Return  -235.076 | Updates  200 | Remaining time  0.41 hours
Episode  507 | Return  -231.961 | Updates  200 | Remaining time  0.41 hours
Episode  508 | Return  -134.773 | Updates  200 | Remaining time  0.41 hours
Episode  509 | Return  -125.692 | Updates  200 | Remaining time  0.41 hours
Episode  510 | Return  -126.536 | Updates  200 | Remaining time  0.41 hours
Episode  511 | Return   -11.562 | Updates  200 | Remaining time  0.41 hours
Episode  512 | Return  -128.517 | Updates  200 | Remaining time  0.41 hours
Episode  513 | Return  -134.945 | Updates  200 | Remaining time  0.41 hours
Episode  514 | Return  -134.661 | Updates  200 | Remaining time  0.41 hours
Episode  515 | Return  -231.162 | Updates  200 | Remaining time  0.41 hours
Episode  516 | Return  -234.748 | Updates  200 | Remaining time  0.40 hours
Episode  517 | Return  -124.107 | Updates  200 | Remaining time  0.40 hours
Episode  518 | Return  -228.576 | Updates  200 | Remaining time  0.40 hours
Episode  519 | Return  -129.187 | Updates  200 | Remaining time  0.40 hours
Episode  520 | Return    -8.021 | Updates  200 | Remaining time  0.40 hours
Episode  521 | Return  -343.693 | Updates  200 | Remaining time  0.40 hours
Episode  522 | Return  -132.617 | Updates  200 | Remaining time  0.40 hours
Episode  523 | Return  -131.173 | Updates  200 | Remaining time  0.40 hours
Episode  524 | Return  -131.078 | Updates  200 | Remaining time  0.40 hours
Episode  525 | Return  -251.352 | Updates  200 | Remaining time  0.40 hours
Episode  526 | Return  -126.351 | Updates  200 | Remaining time  0.40 hours
Episode  527 | Return  -236.556 | Updates  200 | Remaining time  0.40 hours
Episode  528 | Return    -8.356 | Updates  200 | Remaining time  0.40 hours
Episode  529 | Return  -120.757 | Updates  200 | Remaining time  0.39 hours
Episode  530 | Return  -128.016 | Updates  200 | Remaining time  0.39 hours
Episode  531 | Return    -6.047 | Updates  200 | Remaining time  0.39 hours
Episode  532 | Return    -5.854 | Updates  200 | Remaining time  0.39 hours
Episode  533 | Return  -123.558 | Updates  200 | Remaining time  0.39 hours
Episode  534 | Return  -313.438 | Updates  200 | Remaining time  0.39 hours
Episode  535 | Return  -229.925 | Updates  200 | Remaining time  0.39 hours
Episode  536 | Return  -223.656 | Updates  200 | Remaining time  0.39 hours
Episode  537 | Return    -3.249 | Updates  200 | Remaining time  0.39 hours
Episode  538 | Return  -248.039 | Updates  200 | Remaining time  0.39 hours
Episode  539 | Return  -126.625 | Updates  200 | Remaining time  0.39 hours
Episode  540 | Return  -255.452 | Updates  200 | Remaining time  0.39 hours
Episode  541 | Return  -233.112 | Updates  200 | Remaining time  0.38 hours
Episode  542 | Return  -131.998 | Updates  200 | Remaining time  0.38 hours
Episode  543 | Return    -6.813 | Updates  200 | Remaining time  0.38 hours
Episode  544 | Return   -11.929 | Updates  200 | Remaining time  0.38 hours
Episode  545 | Return  -238.541 | Updates  200 | Remaining time  0.38 hours
Episode  546 | Return  -123.855 | Updates  200 | Remaining time  0.38 hours
Episode  547 | Return  -128.374 | Updates  200 | Remaining time  0.38 hours
Episode  548 | Return  -120.999 | Updates  200 | Remaining time  0.38 hours
Episode  549 | Return  -130.804 | Updates  200 | Remaining time  0.38 hours
Episode  550 | Return  -221.101 | Updates  200 | Remaining time  0.38 hours
Episode  551 | Return  -124.724 | Updates  200 | Remaining time  0.38 hours
Episode  552 | Return  -119.885 | Updates  200 | Remaining time  0.38 hours
Episode  553 | Return  -128.715 | Updates  200 | Remaining time  0.38 hours
Episode  554 | Return  -121.807 | Updates  200 | Remaining time  0.37 hours
Episode  555 | Return    -2.561 | Updates  200 | Remaining time  0.37 hours
Episode  556 | Return  -114.596 | Updates  200 | Remaining time  0.37 hours
Episode  557 | Return  -116.569 | Updates  200 | Remaining time  0.37 hours
Episode  558 | Return    -2.696 | Updates  200 | Remaining time  0.37 hours
Episode  559 | Return  -229.894 | Updates  200 | Remaining time  0.37 hours
Episode  560 | Return  -308.562 | Updates  200 | Remaining time  0.37 hours
Episode  561 | Return  -236.297 | Updates  200 | Remaining time  0.37 hours
Episode  562 | Return  -132.841 | Updates  200 | Remaining time  0.37 hours
Episode  563 | Return   -10.813 | Updates  200 | Remaining time  0.37 hours
Episode  564 | Return  -121.533 | Updates  200 | Remaining time  0.37 hours
Episode  565 | Return  -125.515 | Updates  200 | Remaining time  0.37 hours
Episode  566 | Return  -240.245 | Updates  200 | Remaining time  0.37 hours
Episode  567 | Return    -3.863 | Updates  200 | Remaining time  0.36 hours
Episode  568 | Return  -128.848 | Updates  200 | Remaining time  0.36 hours
Episode  569 | Return  -126.834 | Updates  200 | Remaining time  0.36 hours
Episode  570 | Return  -136.388 | Updates  200 | Remaining time  0.36 hours
Episode  571 | Return  -126.273 | Updates  200 | Remaining time  0.36 hours
Episode  572 | Return  -130.226 | Updates  200 | Remaining time  0.36 hours
Episode  573 | Return  -243.975 | Updates  200 | Remaining time  0.36 hours
Episode  574 | Return    -9.618 | Updates  200 | Remaining time  0.36 hours
Episode  575 | Return  -241.382 | Updates  200 | Remaining time  0.36 hours
Episode  576 | Return  -130.613 | Updates  200 | Remaining time  0.36 hours
Episode  577 | Return  -228.645 | Updates  200 | Remaining time  0.36 hours
Episode  578 | Return  -127.760 | Updates  200 | Remaining time  0.36 hours
Episode  579 | Return  -319.708 | Updates  200 | Remaining time  0.35 hours
Episode  580 | Return  -133.139 | Updates  200 | Remaining time  0.35 hours
Episode  581 | Return  -250.640 | Updates  200 | Remaining time  0.35 hours
Episode  582 | Return  -132.869 | Updates  200 | Remaining time  0.35 hours
Episode  583 | Return  -263.738 | Updates  200 | Remaining time  0.35 hours
Episode  584 | Return  -122.981 | Updates  200 | Remaining time  0.35 hours
